	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"
"AT1G74730"	7.15	6.97	6.9	6.94	7.05	6.76	6.5	6.07	5.86	5.9	5.96	6.18	6.17	6.23	5.92	5.83	5.7	5.57
"AT1G74740"	7.96	7.85	7.45	7.24	7.31	7.34	7.45	7.2	7.17	7.03	7.27	7.22	6.93	6.51	6.28	6.04	6.24	6.08
"AT1G74750"	5.38	5.37	5.31	5.25	5.17	5.22	5.08	5.39	5.25	5.13	5.14	5.15	5.46	5.36	5.58	5.83	5.89	5.63
"AT1G74770"	7.82	7.68	8.24	8.61	8.6	8.8	8.96	9.09	9.04	8.47	8.25	7.92	7.69	7.71	7.54	7.26	7.27	6.88
"AT1G74780"	6.61	6.48	6.18	6.16	6.2	6.22	6.25	6.24	6.26	6.14	6.16	6.01	6.12	5.95	5.77	5.74	6.01	5.74
"AT1G74790"	8.91	8.94	8.72	8.38	8.4	8.32	8.39	8.28	8.19	7.9	8.03	8.18	8.28	8.13	8.33	8.1	8.16	8.14
"AT1G74800"	5.31	5.21	5.22	5.18	5.46	5.49	5.45	5.53	5.33	5.23	5.43	5.33	5.53	5.51	5.64	5.68	5.75	5.83
"AT1G74810"	3.6	3.28	3.48	3.26	3.51	3.33	3.33	3.24	3.17	3.14	3.31	3.29	3.39	3.3	3.27	3.24	3.16	3.11
"AT1G74840"	11.09	11.09	11.14	11	10.77	10.56	10.51	10.62	10.72	10.76	10.73	10.49	10.03	9.66	9.74	9.93	10.05	10.1
"AT1G74860"	5.88	5.95	5.82	5.76	5.63	5.6	5.56	5.49	5.55	5.45	5.53	5.57	5.36	5.4	5.22	5.33	5.43	5.47
"AT1G74890"	4.01	3.88	3.91	3.85	3.8	3.77	3.79	3.72	3.69	4.04	3.78	3.84	3.72	3.78	3.76	3.69	3.69	3.74
"AT1G74910"	7.68	7.4	7.66	7.68	7.83	7.8	7.75	7.72	7.72	7.84	7.73	7.64	7.63	7.52	7.62	7.59	7.74	7.88
"AT1G74920"	8.44	8.42	8.43	8.58	8.94	9.05	9.14	9.26	9.29	9.08	9.24	9.07	9.02	9.09	9.12	9.33	9.52	9.55
"AT1G74940"	8.14	7.82	7.79	7.49	7.46	7.39	7.32	7.42	7.48	7.74	7.72	7.53	7.1	7.09	7.1	7.07	7.23	7.12
"AT1G74950"	9.61	8.86	8.92	9.88	8.84	8.72	8.66	8.82	8.67	9.04	8.78	8.51	8.37	8.4	8.6	8.46	8.05	8.04
"AT1G74960"	6.81	6.77	7.31	7.74	8.35	8.5	8.53	8.37	8.34	8	8.01	7.9	7.99	8.17	8.1	8.17	8.29	8.1
"AT1G74970"	6.49	6.29	6.65	6.59	6.85	6.75	6.82	6.62	6.72	6.78	6.86	6.84	6.83	6.9	7.05	7.2	7.32	7.31
"AT1G75010"	5.53	5.66	5.76	5.8	5.99	6.13	6.31	6.47	6.4	6.13	6.13	5.95	6.03	6.11	6.06	6.1	6.16	6.04
"AT1G75020"	8.37	8.27	8.09	8.37	8.23	8.41	8.51	8.47	8.28	8.45	8.37	8.3	8.07	7.89	7.88	7.48	7.33	7.32
"AT1G75030"	4.54	4.63	4.45	6.58	8.39	8.8	8.91	8.57	8.36	9.37	8.79	8.66	7.84	7.2	6.7	6.17	6	5.58
"AT1G75050"	3.59	3.56	3.61	3.71	3.58	3.64	3.5	3.47	3.52	3.52	3.58	3.47	3.47	3.51	3.41	3.33	3.36	3.39
"AT1G75090"	5.17	5.55	5.55	5.66	5.07	4.74	4.61	4.55	4.61	4.97	4.81	4.75	5.15	5.28	5.24	5.08	5.22	5.1
"AT1G75110"	3.99	4.1	4.07	3.96	4.24	4.24	4.02	3.78	3.73	3.65	3.83	3.86	3.73	3.85	3.68	3.82	3.92	3.94
"AT1G75130"	8.11	8.1	8.15	8.03	7.93	7.81	7.73	7.74	7.86	8.06	7.99	7.69	7.38	7.22	7.3	7.44	7.61	7.54
"AT1G75140"	6.04	5.89	5.98	5.98	6.21	6.34	6.51	6.45	6.47	6.33	6.74	6.45	6.37	6.26	6.51	6.73	6.72	6.83
"AT1G75150"	3.36	3.58	3.48	3.8	3.92	3.95	3.84	4	4.12	4.1	4	4.13	4.25	4.55	4.68	4.73	4.6	4.66
"AT1G75160"	5.64	5.48	4.5	3.68	3.51	3.51	3.36	3.25	3.35	3.43	3.43	3.37	3.26	3.34	3.25	3.35	3.37	3.29
"AT1G75180"	7.24	7.26	7.1	7.09	6.97	7	6.9	6.9	6.96	7.07	7.2	7.08	6.69	6.82	6.74	7.01	7.25	7.28
"AT1G75190"	5.22	5.6	5.12	4.79	4.52	3.95	3.9	4.04	4.43	5.22	5.09	4.83	4.35	4.25	4.54	4.92	5.27	5.69
"AT1G75200"	5.94	6.4	6.82	6.59	7.15	7.2	7.26	7.44	7.59	7.26	7.45	7.56	8.01	8.16	8.26	8.33	8.41	8.36
"AT1G75210"	6.24	6.21	6.37	6.5	6.61	6.66	6.54	6.66	6.66	6.59	6.6	6.61	6.74	6.75	6.95	7.1	7.02	6.93
"AT1G75220"	9.95	9.98	9.67	9.52	9	9.08	9.13	9.11	9.12	9.21	9.18	8.83	8.43	8.28	8.15	8.22	8.38	8.41
"AT1G75270"	10.19	9.98	10.07	10.15	10.29	10.55	10.8	10.68	10.57	9.93	10.11	10.34	10.49	10.42	10.4	10.11	10.08	9.99
"AT1G75280"	9.58	9.39	9.78	10.35	10.32	10.05	10.08	9.63	9.64	8.76	9.07	9.34	9.98	10.15	10.14	9.5	9.49	9.22
"AT1G75290"	4.45	4.46	3.81	3.93	3.74	3.57	3.56	3.47	3.6	3.35	3.42	3.55	3.76	3.71	3.62	3.75	3.78	3.77
"AT1G75300"	3.38	3.37	3.29	3.35	3.43	3.28	3.37	3.34	3.26	3.33	3.14	3.15	3.22	3.39	3.18	3.23	3.11	3.05
"AT1G75310"	6.53	6.25	6.34	6.2	5.93	5.81	5.94	5.89	5.9	5.97	6.12	6.12	5.92	5.64	5.86	5.65	5.68	5.7
"AT1G75330"	7.75	7.96	8.21	8.14	8.44	8.54	8.66	8.76	8.84	8.58	8.75	8.62	8.98	9.22	9.25	9.47	9.37	9.46
"AT1G75340"	5.42	5.2	5.59	5.62	5.81	5.77	5.88	5.86	5.95	5.88	5.96	5.9	6.16	6.32	6.34	6.61	6.49	6.46
"AT1G75350"	8.16	7.93	8.12	8.1	7.96	7.78	7.6	7.45	7.54	7.77	8	7.78	7.54	7.45	7.45	7.62	7.69	7.77
"AT1G75370"	7.41	7.2	7.62	7.6	7.78	7.68	7.77	7.79	7.65	7.53	7.45	7.47	7.15	7.02	6.9	6.75	6.74	6.53
"AT1G75380"	10.55	10.54	10.63	10.62	10.28	10.05	9.81	9.78	9.9	10.62	10.56	10.23	9.37	8.98	8.94	8.92	9.29	9.25
"AT1G75390"	8.27	8.29	8.26	8.23	8.44	8.39	8.46	8.36	7.96	7.36	7.69	7.81	8.15	8.17	8.06	7.53	7.39	7.38
"AT1G75400"	7.48	7.44	7.22	7.09	7.23	7.27	7.2	6.92	6.85	6.68	6.8	6.7	6.61	6.72	6.45	6.54	6.8	6.66
"AT1G75410"	7.84	7.68	7.64	7.45	7.35	7.18	7.41	7.35	7.25	7	7.17	7.14	6.9	6.88	6.82	6.37	6.2	6.03
"AT1G75420"	6.68	6.55	6.78	6.45	6.76	6.87	6.91	7.04	6.92	6.53	6.69	6.64	6.67	6.57	6.7	6.77	6.75	6.79
"AT1G75430"	3.05	3.06	3.16	3.19	3.58	3.36	3.6	3.48	3.41	3.28	3.4	3.45	3.56	3.44	3.46	3.51	3.71	3.64
"AT1G75440"	8.91	8.82	8.82	8.75	8.85	8.89	8.87	8.7	8.63	9.04	8.93	8.95	8.62	8.51	8.34	7.85	8	7.73
"AT1G75450"	5.36	5.37	5.58	5.42	5.76	5.94	5.86	5.61	5.45	5.52	5.86	6.02	6.26	6.28	6.31	6.31	6.16	6.1
"AT1G75460"	3.99	3.81	4.01	3.89	3.74	3.42	3.39	3.37	3.34	3.46	3.6	3.51	3.44	3.45	3.45	3.3	3.34	3.35
"AT1G75490"	4.34	4.15	4.39	4.2	4.02	4.04	4	3.91	3.87	4.16	3.82	3.91	3.98	4.07	3.9	4.02	3.98	4
"AT1G75500"	10.19	10.53	10.48	10.49	10.63	10.87	10.92	11.05	11.19	10.57	10.65	10.81	10.84	10.79	10.91	10.65	10.61	10.55
"AT1G75520"	4.23	4.28	4.82	5.84	6.8	7.14	7.25	7.76	8.05	8.26	8.13	8.11	8.13	8.35	8.33	7.87	7.37	7.06
"AT1G75540"	9.39	9.22	9.32	9.31	9.29	9.11	9.09	9.12	9.16	9.21	9.21	9.2	8.84	8.54	8.56	8.3	8.48	8.45
"AT1G75550"	4.18	4.38	4.12	4.27	4.04	4.06	4.01	3.83	3.98	4.06	3.99	4.12	4.31	4.15	4.1	3.83	3.64	3.79
"AT1G75560"	7.82	7.82	7.67	7.4	7.71	7.65	7.88	7.81	8.05	8.01	8.14	8.04	8.21	8.48	8.56	8.75	8.7	8.76
"AT1G75580"	4.47	4.64	4.41	3.87	4.7	4.84	4.89	5.34	5.64	5.01	5.42	5.08	5.27	5.51	5.71	5.99	6.07	6.16
"AT1G75590"	4.24	4.7	4.46	4.42	4.37	4.09	4.09	4.11	4.36	4.24	4.34	4.37	4.35	4.85	4.68	4.72	5.11	5.04
"AT1G75620"	6.59	6.31	5.59	5.11	4.55	4.21	3.98	4.02	4.03	4.15	4.37	4.33	4.37	4.22	4.1	4.14	3.92	3.77
"AT1G75640"	5.41	6.61	6.86	6.76	6.56	6.26	5.89	6.1	6.22	6.41	6.14	6.19	6.04	6.16	6.2	6.34	6.24	6.33
"AT1G75660"	7.53	7.65	7.7	7.69	7.94	7.86	7.87	7.84	7.79	7.96	7.97	7.92	7.97	8.02	8.18	8.18	8.26	8.29
"AT1G75670"	5.44	6.63	6.9	6.76	6.92	7.18	7.34	7.64	7.52	7.46	7.41	7.65	8.1	8.46	8.43	8.47	8.3	8.32
"AT1G75680"	10.03	9.83	9.91	9.72	9.63	9.51	9.61	9.65	9.48	9.14	9.27	9.37	9.32	9.28	9.44	9.39	9.32	9.32
"AT1G75690"	5.56	5.27	5.63	5.61	5.37	4.68	4.02	3.79	3.92	4.39	4.41	4.45	4.17	3.81	3.51	3.73	3.75	3.79
"AT1G75710"	4.9	4.81	4.7	4.56	4.61	4.66	4.67	4.99	4.89	5.05	5.17	5.47	5.71	6.25	6.79	7.37	7.67	7.96
"AT1G75720"	5.44	5.29	5.07	5.17	4.05	3.67	3.49	3.41	3.47	3.62	3.64	3.66	4.06	4.04	3.95	3.86	3.86	3.97
"AT1G75730"	4.69	4.58	4.49	4.64	5.29	6.08	6.68	6.59	6.62	6.76	6.49	6.71	6.71	6.58	6.47	5.98	6	5.66
"AT1G75750"	13.54	13.4	13.26	12.89	12.05	11.01	10.32	9.59	8.96	8.76	8.11	7.92	7.93	7.57	7.42	7.4	7.44	6.91
"AT1G75760"	8.81	8.94	9.34	9.49	9.62	9.53	9.31	8.84	8.64	8.62	8.75	8.54	8.37	8.18	8.21	8.11	8.26	8.36
"AT1G75770"	4.35	4.2	4.19	4.11	4.13	4.03	3.9	3.77	3.69	3.91	3.74	3.73	3.72	3.57	3.51	3.58	3.53	3.51
"AT1G75780"	6.79	6.96	5.36	4.26	4.26	4.27	4.33	4.28	4.36	4.31	4.3	4.33	4.55	4.73	5.01	5.43	5.96	6.35
"AT1G75800"	9.75	9.93	9.73	9.56	9.34	9.16	9.14	9.34	9.63	9.78	9.73	9.51	9.05	8.84	8.81	8.87	9.19	9.24
"AT1G75810"	8.17	8.21	8.05	8	7.94	7.8	7.77	7.6	7.54	7.5	7.71	7.69	7.39	7.33	7.01	6.65	6.93	6.69
"AT1G75820"	8.39	8.12	7.87	7.61	7.68	7.38	7.48	7.71	7.52	7.58	7.63	7.3	7.33	7.1	7.35	7.16	7.1	7.39
"AT1G75840"	9.12	9.46	9	8.84	8.98	8.92	8.84	8.5	8.49	8.76	8.75	8.89	8.94	8.94	8.83	8.77	8.81	8.93
"AT1G75850"	7.16	7.16	6.92	6.97	6.83	6.8	6.91	6.84	6.86	6.7	6.69	6.65	6.44	6.22	6.31	6.31	6.36	6.2
"AT1G75860"	7.24	7.16	7.23	7.11	6.99	6.86	6.96	6.95	6.99	6.87	6.98	7.08	7.16	7.15	7.15	7.32	7.4	7.41
"AT1G75880"	2.98	2.93	2.91	3.14	2.95	3.44	4.19	5.04	5.46	5.52	5.55	5.67	5.51	5.42	5.13	4.95	4.89	5.25
"AT1G75890"	3.37	3.35	3.39	3.37	3.39	3.36	3.46	3.61	4.04	4.3	4.81	4.87	5.57	5.41	5.42	5.56	5.51	5.44
"AT1G75900"	3.94	3.94	3.77	3.92	3.81	5.15	6.21	7.43	8.08	8.31	8.53	8.58	8.88	9.04	8.94	8.86	8.7	8.91
"AT1G75920"	3.69	3.79	4.39	4.59	4.77	4.68	4.38	4.33	4.26	4.13	3.89	3.96	3.77	3.77	3.79	3.9	3.88	3.87
"AT1G75980"	5.63	5.74	5.85	5.82	5.99	6.2	6.3	6.31	6.38	6.39	6.45	6.62	6.81	7.2	7.15	7.22	7.26	7.4
"AT1G75990"	7	6.92	7.19	7.15	7.35	7.48	7.52	7.58	7.71	7.81	7.92	7.88	8.18	8.34	8.4	8.54	8.51	8.5
"AT1G76010"	8.84	8.94	9.05	9.09	9.3	9.34	9.38	9.45	9.68	9.9	10	9.99	10.22	10.27	10.34	10.51	10.57	10.65
"AT1G76020"	6.21	6.12	6.01	6.54	6.65	6.7	6.71	6.36	6.29	6.73	6.8	6.87	6.32	5.97	6.16	5.74	5.8	5.87
"AT1G76030"	11.6	11.49	11.31	11.23	11.09	10.93	10.92	10.78	10.71	10.58	10.53	10.43	10.38	10.36	10.33	10.17	10.26	10.05
"AT1G76040"	4.35	4.09	4.54	5.99	5.93	5.29	5.4	5.16	5.11	5.15	5.15	5.31	5.44	5.52	5.39	4.95	4.78	4.77
"AT1G76060"	6.64	6.64	6.66	6.55	6.95	7.06	7.05	6.85	6.92	6.82	6.75	6.93	6.71	6.68	6.68	6.56	6.73	6.73
"AT1G76070"	8.35	8.1	8	8.37	7.57	7.69	7.44	7.45	7.59	7.79	7.46	7.21	7.05	6.97	7.06	6.76	6.63	6.56
"AT1G76080"	6.03	5.84	6.19	6.15	6.27	6.25	6.24	6.56	6.74	6.37	6.18	5.86	5.59	5.81	5.87	5.75	5.72	5.46
"AT1G76090"	8.69	8.45	8.52	7.74	6.95	7.03	7.11	7.14	7.07	7.05	7.39	7.19	8.33	8.96	9.08	9.59	9.72	10.01
"AT1G76100"	3.5	3.47	3.46	3.23	3.37	3.18	3.23	3.14	3	3.03	3.02	3.24	3.14	3.14	3.09	3.02	3.08	3.15
"AT1G76120"	4.12	4.65	5	4.88	5.24	5.55	5.59	5.81	5.97	5.59	5.74	5.93	6.28	6.58	6.72	6.86	6.75	6.7
"AT1G76130"	5.15	5.08	4.85	5.28	5.05	5.13	5.3	5.24	5.02	4.76	4.77	5	5.24	5.19	4.84	4.89	4.61	4.6
"AT1G76140"	9.3	9.37	9.28	9.19	9.2	9.12	9.14	9.18	9.33	9.2	9.23	9.23	9.41	9.39	9.34	9.6	9.64	9.58
"AT1G76150"	9.41	9.34	9.58	9.64	9.65	9.62	9.7	9.63	9.55	9.6	9.59	9.37	9.18	9.09	9.12	8.99	9.07	8.9
"AT1G76160"	9.83	9.8	9.85	9.54	9.11	8.93	9.1	9.25	9.29	9.36	9.43	9.6	9.57	9.48	9.55	9.54	9.42	9.58
"AT1G76170"	4.09	4.32	4.36	4.26	4.65	4.62	4.82	5.08	5.15	5.3	5.32	5.42	5.45	5.63	5.56	5.6	5.84	5.81
"AT1G76180"	12.45	12.41	12.29	12.32	11.71	11.43	11.35	11.32	11.47	11.57	11.47	11.23	10.78	10.45	10.37	10.2	10.3	10.24
"AT1G76200"	11.94	11.96	11.94	11.92	11.87	11.78	11.85	11.78	11.68	11.67	11.66	11.63	11.57	11.51	11.44	11.37	11.47	11.5
"AT1G76210"	4.26	4.44	3.29	3.05	3.04	2.92	2.96	2.96	2.93	2.96	2.92	2.89	2.88	2.83	2.97	2.84	2.95	2.92
"AT1G76220"	3.58	3.91	3.41	3.31	3.25	3.32	3.3	3.16	2.93	3.12	3.33	3.35	3.18	3.29	3.3	3.03	3.08	2.94
"AT1G76230"	2.97	3.09	2.98	3.1	2.98	3.11	3.04	3.09	3.22	3.63	3.5	3.45	3.07	3.14	3.15	3.28	3.19	3.04
"AT1G76240"	4.69	5.4	4.49	4.47	4.36	4.43	4.51	4.44	4.63	4.88	4.7	4.73	4.89	5.17	5.38	5.54	5.56	5.63
"AT1G76250"	6.9	7.31	6.98	6.97	7.07	6.57	6.2	5.96	5.97	6.25	6.06	5.88	5.48	5.19	5.01	5.09	4.93	4.92
"AT1G76260"	7.61	7.53	7.36	7.39	7.55	7.75	7.81	7.85	7.8	7.87	7.94	7.97	8.02	8.08	8.18	8.13	8.21	8.31
"AT1G76280"	4.96	5.06	5.26	5.31	5.4	5.53	5.73	5.7	5.66	5.65	5.69	5.59	5.87	5.93	5.84	6.07	6.07	6.06
"AT1G76300"	6.19	6.94	7.35	7.28	7.65	7.68	7.79	7.97	8.01	8.07	8.2	8.18	8.5	8.77	8.83	8.78	8.94	8.86
"AT1G76310"	3.26	3.84	5.5	6.1	6.25	6.46	6.24	6.42	6.68	6.62	6.85	6.66	6.83	7.14	7.14	7.45	7.31	7.3
"AT1G76340"	6.8	6.6	6.88	7.14	7.02	7.19	7.17	7.12	7.06	7.03	7.06	7.16	7.14	7.3	7.51	7.35	7.29	7.52
"AT1G76350"	5.67	5.67	5.86	5.72	6.01	6.14	6.01	5.91	5.77	5.62	5.62	5.61	5.69	5.66	5.77	5.86	5.78	5.88
"AT1G76360"	6.82	6.39	6.47	7.04	6.99	7	6.99	6.79	6.57	6.45	6.44	6.3	6.05	5.73	5.99	5.55	5.29	4.85
"AT1G76380"	6.38	6.37	6.26	6.33	6.46	6.34	6.33	6.37	6.34	6.56	6.49	6.64	6.55	6.47	6.46	6.6	6.64	6.64
"AT1G76390"	7.26	7.07	7.09	6.78	6.72	6.66	6.58	6.52	6.46	6.31	6.49	6.47	6.27	6.22	6.16	5.89	6	6.01
"AT1G76400"	7.15	6.89	7.31	7.47	7.93	7.92	8.1	8.26	8.35	8.17	8.08	8.21	8.56	8.6	8.71	8.82	8.75	8.79
"AT1G76410"	7.91	7.89	7.95	7.81	7.06	6.51	6.34	6.73	7.07	7.97	7.28	6.63	5.62	5.31	5.52	5.83	6.21	6.18
"AT1G76420"	3.07	2.99	2.99	3.06	2.91	3.04	3.04	2.98	3.01	3.08	3.08	3.13	3.44	3.6	3.5	3.33	3.29	3.24
"AT1G76430"	4.18	4.02	4.17	4.21	4.28	4.39	4.48	4.71	4.46	4.72	4.67	4.52	4.42	4.59	4.54	4.22	4.32	4.25
"AT1G76460"	8.06	7.94	7.97	7.93	7.88	7.67	7.6	7.39	7.44	7.58	7.51	7.16	6.94	6.79	6.58	6.69	6.77	6.89
"AT1G76490"	9.98	9.84	10.01	10	9.9	9.67	9.45	9.2	9.12	8.92	9.05	9.18	8.96	8.67	8.63	8.64	8.81	8.68
"AT1G76500"	6.17	6.83	6.83	6.61	6.6	6.39	6.43	6.51	6.33	6.38	6.34	6.27	6.44	6.53	6.58	6.63	6.95	6.93
"AT1G76510"	6.66	6.65	6.78	6.68	6.87	6.7	6.75	6.95	6.93	6.93	7.08	6.98	7.03	7.17	7.2	7.48	7.34	7.36
"AT1G76520"	9.04	9.05	9.04	8.93	9.31	9.2	9.34	9.28	9.2	9.08	9.11	8.83	8.67	8.49	8.51	8.1	8.27	8.02
"AT1G76540"	5.28	6.13	8.12	8.48	8.49	8.39	8.35	8.39	8.23	8.21	8.11	8.1	8.28	8.57	8.67	8.91	8.82	8.68
"AT1G76550"	9.82	9.99	9.79	9.66	9.84	9.79	9.67	9.45	9.41	8.94	9.1	9.16	9.34	9.23	9.14	9.2	9.36	9.28
"AT1G76560"	8.85	8.91	9.06	8.91	9.04	8.8	8.83	8.81	8.71	9.01	8.75	8.7	8.13	7.74	7.45	7.49	7.74	7.79
"AT1G76570"	5.94	5.91	5.98	6.25	6.21	5.85	5.82	5.63	5.63	5.97	5.89	6.11	5.68	5.43	5.43	5.4	5.53	5.48
"AT1G76580"	6.43	6.46	6.56	6.73	6.26	5.9	5.89	5.9	5.92	6.31	6.07	5.77	5.51	5.39	5.36	5.36	5.44	5.37
"AT1G76590"	7.06	7.23	7.73	7.72	6.89	5.83	5.33	6.21	7	8.33	8	6.95	5.2	4.45	4.58	5.66	6.37	6.58
"AT1G76600"	10.09	9.96	9.8	10.24	9.32	9.05	8.88	8.82	8.96	9.91	9.56	9.28	8.73	8.55	8.56	8.39	8.54	8.51
"AT1G76620"	3.17	2.94	3.02	3.06	2.96	2.87	2.97	2.9	2.9	3.01	2.88	2.95	3.02	2.98	2.99	3.22	3	3.1
"AT1G76630"	4.58	4.7	4.74	4.69	4.83	4.89	4.95	4.86	5.11	4.93	5.15	4.99	5.13	5.03	5.09	5.12	5.25	5.22
"AT1G76660"	4.48	4.47	4.63	4.92	5.34	5.53	5.65	5.55	5.82	5.72	5.91	5.82	5.71	5.7	5.82	5.96	5.94	6.1
"AT1G76670"	8.02	7.88	7.99	8.24	8.22	8.28	8.19	8.16	8.18	8.07	8.36	8.42	8.51	8.43	8.39	8.6	8.69	8.7
"AT1G76700"	6.87	6.9	6.4	6.53	6.04	6.02	5.93	5.96	5.87	6.09	5.91	5.95	5.65	5.59	5.67	5.54	5.45	5.04
"AT1G76730"	6.67	6.45	6.65	6.98	6.99	6.55	6.44	6.06	6.12	6.26	6.4	6.41	6.2	6.05	5.86	5.88	5.81	5.94
"AT1G76740"	3.74	3.88	4.01	4.1	4.29	4.23	4.16	4.21	4.2	4.2	4.26	4.15	4.22	4.29	4.32	4.37	4.44	4.37
"AT1G76760"	7.9	7.84	7.81	7.57	7.64	7.73	7.82	7.68	7.58	7.37	7.42	7.25	7.38	7.44	7.38	7.38	7.42	7.44
"AT1G76790"	10.97	11.03	11.78	11.57	11.2	11.07	11.21	11.41	11.52	10.99	11.15	11.5	11.42	11.37	11.48	11.38	11.38	11.32
"AT1G76800"	8.42	8.09	8.1	7.63	7.07	6.29	6.29	6.48	7.63	8.92	8.55	7.52	5.78	5.05	4.96	5.53	6.48	6.77
"AT1G76860"	8.38	8.44	8.76	8.62	8.77	8.93	8.87	9.04	9.06	9.04	8.99	9.13	9.07	9.19	9.2	9.24	9.23	9.27
"AT1G76880"	7.03	6.99	6.99	6.7	6.99	6.81	6.9	6.81	6.85	6.56	6.65	6.7	6.78	6.91	7.09	7.39	7.39	7.32
"AT1G76900"	9.12	9.07	9.16	9.17	9.24	9	9	8.8	8.82	8.89	8.91	8.84	8.59	8.51	8.52	8.49	8.46	8.43
"AT1G76920"	8.58	8.66	8.39	8.34	8.28	8.2	8.23	8.16	8.28	8.27	8.42	8.18	8.03	8	7.91	7.97	7.93	8.02
"AT1G76930"	9.4	9.34	9.5	9.21	9.06	8.86	9.14	9.24	9.48	9.48	9.81	9.78	9.97	9.88	10.01	9.77	9.6	9.65
"AT1G76950"	6.38	6.66	6.69	6.44	6.6	6.3	6.43	6.39	6.44	6.3	6.24	6.33	6.29	6.2	6.07	6.11	5.89	6
"AT1G76960"	3.06	3.05	2.93	3.08	3	2.94	3.06	2.93	2.83	3.01	2.9	2.82	2.91	2.9	2.76	2.92	2.87	2.88
"AT1G76970"	6.95	6.6	6.57	6.73	6.51	6.16	6.2	6.34	6.23	6.33	6.2	6.02	6.23	6.21	6.17	6.02	5.9	5.89
"AT1G76990"	11	10.9	10.85	10.72	10.72	10.73	10.54	10.62	10.57	10.71	10.72	10.52	10.21	9.94	9.93	9.71	9.79	9.67
"AT1G77000"	7.89	7.57	8.05	7.99	7.62	7.24	7.03	7.21	7.33	7.95	8.13	7.85	7.2	6.73	6.81	6.6	6.7	6.72
"AT1G77010"	3.22	3.33	3.43	3.43	3.41	3.53	3.54	3.41	3.59	3.74	3.51	3.69	3.75	3.82	3.75	3.77	4.05	3.89
"AT1G77020"	7.32	7.41	6.82	6.59	6.51	6.24	6.27	6.08	6.13	6.36	6.4	6.24	6.08	5.97	5.86	6.02	6.02	6.18
"AT1G77030"	3.9	4.12	4.25	4.39	4.13	4.31	4.28	4.21	4.1	4.18	4.26	4.17	4.49	4.6	4.62	4.8	4.74	4.75
"AT1G77060"	4.54	4.67	4.59	4.92	4.69	4.99	4.76	4.83	5.07	5.48	5.21	5.2	5.04	5.13	5.08	5.66	5.67	5.94
"AT1G77110"	4.26	4.14	3.86	3.97	4.01	3.99	3.83	3.92	3.86	4.18	3.76	4.03	4.02	4	3.84	3.74	4	3.9
"AT1G77120"	5.03	5.12	5.22	5.37	5.11	4.94	4.78	4.78	4.65	4.61	4.79	5.14	5.84	5.89	6.06	6.53	7.04	7.23
"AT1G77130"	9.25	9.23	9.2	9.19	8.96	9	8.91	8.77	8.68	8.2	8.36	8.22	8.02	7.86	7.84	7.68	7.69	7.77
"AT1G77140"	6.7	6.71	6.69	6.63	6.68	6.75	6.68	6.65	6.69	6.54	6.73	6.58	6.53	6.46	6.31	6.36	6.51	6.23
"AT1G77180"	8.74	8.95	8.8	8.8	8.85	8.83	8.73	8.76	8.94	9.03	9.11	9.02	8.92	8.98	9.01	9.15	9.12	9.15
"AT1G77200"	3.77	3.68	3.6	3.67	3.68	3.53	3.48	3.64	3.56	3.76	3.78	3.73	4.12	4.31	4.29	4.65	4.31	4.41
"AT1G77220"	6.33	6.31	6.14	6.23	6.12	6.08	6.07	6.1	6.12	6.26	6.4	6.31	6.27	6.28	6.29	6.34	6.28	6.37
"AT1G77240"	3.11	3.3	3.09	3.22	3.17	3.35	3.4	3.6	3.64	4.25	4.58	5.15	4.86	4.75	4.73	4.23	4.4	4.19
"AT1G77250"	5.77	5.77	5.91	5.91	5.84	5.84	5.57	5.7	5.65	5.94	5.83	6.04	5.95	6.1	6.1	6.06	6.27	6.42
"AT1G77260"	7.96	7.91	8.31	8.31	8.31	8.41	8.45	8.31	8.15	8.06	8.14	8.3	8.2	8.11	8.17	8	8.09	7.96
"AT1G77280"	7.24	7.6	7.87	8	8.1	8.26	8.52	8.67	8.47	7.78	7.85	7.55	7.43	7.43	7.24	6.92	6.79	6.56
"AT1G77300"	4.47	4.58	4.46	4.31	4.28	4.12	4.13	4.02	4.13	4.13	4.11	3.96	4.07	4.02	4.04	4.23	4.17	4.18
"AT1G77310"	4.03	4.2	4.21	3.95	4.47	4.09	4.22	4.14	4.46	4.56	4.35	4.52	4.59	4.67	4.79	4.93	4.84	4.84
"AT1G77330"	10.92	10.74	10.8	10.57	10.47	10.3	9.9	9.58	9.55	9.8	9.79	9.73	9.12	8.77	8.14	7.81	8.5	8.81
"AT1G77350"	8.89	8.66	8.94	8.91	8.97	9.07	9.05	9.09	8.98	9.13	9.06	9.19	9.23	9.34	9.21	9.4	9.51	9.62
"AT1G77360"	4	4.09	4.28	4.56	4.56	4.52	4.57	4.63	4.71	4.75	4.73	4.57	4.87	4.91	4.92	5.11	5.13	5.13
"AT1G77370"	9.62	9.45	9.64	9.6	9.6	9.61	9.57	9.46	9.4	9.37	9.43	9.34	9.18	9.1	8.95	9.01	9.22	9.13
"AT1G77380"	7.57	7.85	7.99	7.92	7.87	7.45	7.47	7.64	7.33	6.56	6.44	6.57	6.58	6.36	6.33	5.89	5.8	5.64
